usr1,grp315
usr7482,grp67
usr7483,grp331
usr7484,grp109
usr7484,y,loc2864
usr7485,grp131
usr7485,y,loc2022
usr7486,grp893
usr7486,x,loc533
usr7487,grp710
usr7488,grp431
usr7488,x,loc2449
usr7489,grp196
usr7490,grp254
usr7490,y,loc4541
usr7491,grp946
usr7492,grp554
usr7493,grp74
usr7494,grp3
usr7494,x,loc2811
usr7495,grp415
usr7495,y,loc1842
usr7496,grp606
usr7496,x,loc1349
usr7497,grp378
usr7497,y,loc4488
usr7498,grp917
usr7499,grp92
usr7500,grp578
usr7501,grp20
usr7501,y,loc1215
usr7502,grp337
usr7502,x,loc4356
usr7503,grp847
usr7503,y,loc4015
usr7504,grp696
usr7504,z,loc2392
usr7505,grp188
usr7506,grp62
usr7507,grp840
usr7508,grp815
usr7508,x,loc967
usr7509,grp756
usr7509,y,loc1266
usr7510,grp494
usr7510,z,loc1493
usr7511,grp737
usr7512,grp87
usr7513,grp188
usr7513,y,loc4786
usr7514,grp584
usr7514,x,loc4453
usr7515,grp863
usr7515,z,loc990
usr7516,grp751
usr7517,grp898
usr7518,grp84
usr7518,y,loc670
usr7519,grp83
usr7519,x,loc4037
usr7520,grp368
usr7520,x,loc1089
usr7521,grp945
usr7522,grp777
usr7522,y,loc1743
usr7523,grp842
usr7524,grp840
usr7525,grp484
usr7525,x,loc2489
usr7526,grp586
usr7526,y,loc2593
usr7527,grp447
usr7528,grp219
usr7529,grp854
usr7529,y,loc4003
usr7530,grp16
usr7531,grp954
usr7532,grp347
usr7533,grp801
usr7533,x,loc2775
usr7534,grp140
usr7534,x,loc177
usr7535,grp985
usr7536,grp560
usr7536,z,loc160
usr7537,grp913
usr7538,grp958
usr7538,x,loc4373
usr7539,grp117
usr7539,z,loc2697
usr7540,grp469
usr7540,z,loc2104
usr7541,grp913
usr7542,grp511
usr7542,z,loc543
usr7543,grp370
usr7544,grp508
usr7545,grp764
usr7545,y,loc2128
usr7546,grp90
usr7546,z,loc1677
usr7547,grp311
usr7548,grp375
usr7548,y,loc4065
usr7549,grp299
usr7549,z,loc2734
usr7550,grp389
usr7550,x,loc4929
usr7551,grp629
usr7551,x,loc1819
usr7552,grp959
usr7553,grp734
usr7554,grp865
usr7555,grp257
usr7555,z,loc1114
usr7556,grp557
usr7557,grp52
usr7557,y,loc3536
usr7558,grp527
usr7558,y,loc828
usr7559,grp914
usr7560,grp378
usr7561,grp351
usr7561,y,loc3535
usr7562,grp285
usr7563,grp838
usr7563,x,loc527
usr7564,grp693
usr7565,grp131
usr7566,grp719
usr7566,y,loc467
usr7567,grp856
usr7567,x,loc1273
usr7568,grp463
usr7569,grp470
usr7569,x,loc892
usr7570,grp1
usr7570,z,loc3744
usr7571,grp568
usr7571,x,loc688
usr7572,grp181
usr7573,grp773
usr7574,grp341
usr7575,grp335
usr7576,grp340
usr7577,grp323
usr7578,grp329
usr7579,grp89
usr7580,grp953
usr7581,grp735
usr7582,grp111
usr7583,grp879
usr7584,grp998
usr7585,grp975
usr7585,z,loc1978
usr7586,grp608
usr7586,x,loc2683
usr7587,grp2
usr7587,x,loc2533
usr7588,grp228
usr7588,x,loc2980
usr7589,grp988
usr7589,y,loc345
usr7590,grp628
usr7591,grp918
usr7592,grp39
usr7592,z,loc2537
usr7593,grp382
usr7593,y,loc3594
usr7594,grp195
usr7594,y,loc4418
usr7595,grp258
usr7595,x,loc1792
usr7596,grp747
usr7596,y,loc1659
usr7597,grp663
usr7597,y,loc661
usr7598,grp153
usr7599,grp259
usr7600,grp421
usr7600,z,loc4735
usr7601,grp95
usr7602,grp996
usr7602,y,loc408
usr7603,grp261
usr7604,grp455
usr7605,grp416
usr7606,grp949
usr7606,z,loc3713
usr7607,grp250
usr7608,grp180
usr7608,x,loc3818
usr7609,grp712
usr7609,z,loc265
usr7610,grp264
usr7611,grp541
usr7611,y,loc1879
usr7612,grp716
usr7612,x,loc3467
usr7613,grp765
usr7613,y,loc1242
usr7614,grp352
usr7614,z,loc2772
usr7615,grp109
usr7616,grp281
usr7616,z,loc4390
usr7617,grp156
usr7618,grp149
usr7618,z,loc1096
usr7619,grp754
usr7620,grp546
usr7621,grp998
usr7621,y,loc1441
usr7622,grp143
usr7622,y,loc489
usr7623,grp829
usr7623,x,loc1917
usr7624,grp533
usr7624,z,loc1062
usr7625,grp594
usr7625,z,loc2767
usr7626,grp92
usr7627,grp674
usr7627,x,loc4668
usr7628,grp450
usr7629,grp149
usr7630,grp325
usr7631,grp793
usr7631,y,loc3408
usr7632,grp632
usr7633,grp881
usr7634,grp92
usr7635,grp398
usr7636,grp349
usr7637,grp847
usr7637,z,loc2148
usr7638,grp721
usr7638,x,loc2855
usr7639,grp539
usr7639,y,loc1467
usr7640,grp685
usr7641,grp262
usr7642,grp897
usr7643,grp223
usr7644,grp983
usr7644,x,loc4060
usr7645,grp661
usr7645,z,loc29
usr7646,grp433
usr7646,z,loc4882
usr7647,grp276
usr7648,grp461
usr7648,y,loc2647
usr7649,grp86
usr7649,x,loc2129
usr7650,grp953
usr7651,grp988
usr7652,grp509
usr7652,z,loc226
usr7653,grp435
usr7653,x,loc1699
usr7654,grp163
usr7654,z,loc2331
usr7655,grp784
usr7656,grp822
usr7657,grp433
usr7658,grp415
usr7658,y,loc3112
usr7659,grp379
usr7660,grp393
usr7661,grp614
usr7662,grp920
usr7663,grp108
usr7663,z,loc2286
usr7664,grp210
usr7664,x,loc690
usr7665,grp184
usr7666,grp575
usr7667,grp708
usr7667,x,loc3860
usr7668,grp503
usr7669,grp248
usr7670,grp640
usr7671,grp156
usr7672,grp194
usr7672,y,loc4150
usr7673,grp837
usr7674,grp657
usr7675,grp612
usr7676,grp677
usr7676,y,loc4480
usr7677,grp144
usr7677,z,loc1892
usr7678,grp711
usr7678,x,loc4338
usr7679,grp740
usr7680,grp643
usr7681,grp841
usr7681,x,loc274
usr7682,grp879
usr7683,grp175
usr7684,grp41
usr7684,z,loc2804
usr7685,grp998
usr7686,grp765
usr7686,z,loc255
usr7687,grp856
usr7687,z,loc2567
usr7688,grp168
usr7689,grp455
usr7690,grp150
usr7690,x,loc2520
usr7691,grp642
usr7691,y,loc810
usr7692,grp614
usr7692,z,loc14
usr7693,grp624
usr7694,grp673
usr7695,grp341
usr7695,z,loc3909
usr7696,grp670
usr7697,grp528
usr7698,grp974
usr7699,grp11
usr7700,grp649
usr7701,grp480
usr7701,z,loc664
usr7702,grp117
usr7703,grp397
usr7703,y,loc4464
usr7704,grp254
usr7704,z,loc1173
usr7705,grp319
usr7706,grp435
usr7707,grp586
usr7708,grp388
usr7708,y,loc2976
usr7709,grp908
usr7709,z,loc1925
usr7710,grp575
usr7711,grp329
usr7712,grp579
usr7712,y,loc2097
usr7713,grp499
usr7714,grp807
usr7715,grp378
usr7715,y,loc421
usr7716,grp558
usr7717,grp81
usr7718,grp640
usr7718,y,loc4115
usr7719,grp139
usr7719,z,loc1916
usr7720,grp797
usr7721,grp252
usr7721,x,loc2060
usr7722,grp720
usr7723,grp258
usr7723,z,loc4655
usr7724,grp113
usr7725,grp535
usr7726,grp256
usr7727,grp621
usr7727,x,loc4975
usr7728,grp600
usr7729,grp697
usr7730,grp936
usr7730,x,loc4926
usr7731,grp219
usr7732,grp302
usr7732,z,loc2963
usr7733,grp913
usr7733,z,loc1611
usr7734,grp570
usr7734,x,loc3356
usr7735,grp768
usr7735,x,loc3062
usr7736,grp353
usr7737,grp805
usr7737,z,loc4735
usr7738,grp499
usr7739,grp72
usr7739,y,loc3940
usr7740,grp959
usr7741,grp500
usr7741,z,loc4489
usr7742,grp641
usr7742,x,loc851
usr7743,grp730
usr7743,x,loc3547
usr7744,grp931
usr7745,grp746
usr7745,z,loc1525
usr7746,grp747
usr7747,grp325
usr7748,grp330
usr7748,y,loc2532
usr7749,grp506
usr7749,y,loc970
usr7750,grp561
usr7751,grp731
usr7751,y,loc1862
usr7752,grp498
usr7753,grp622
usr7754,grp261
usr7755,grp812
usr7756,grp420
usr7756,z,loc2348
usr7757,grp610
usr7758,grp858
usr7759,grp646
usr7759,x,loc293
usr7760,grp806
usr7761,grp472
usr7761,x,loc208
usr7762,grp268
usr7762,z,loc1354
usr7763,grp535
usr7764,grp258
usr7764,x,loc2800
usr7765,grp466
usr7765,y,loc4958
usr7766,grp389
usr7767,grp639
usr7768,grp31
usr7768,x,loc4960
usr7769,grp295
usr7769,z,loc1847
usr7770,grp293
usr7770,z,loc4453
usr7771,grp182
usr7772,grp22
usr7772,y,loc2388
usr7773,grp945
usr7774,grp482
usr7775,grp259
usr7776,grp174
usr7777,grp223
usr7778,grp741
usr7778,y,loc385
usr7779,grp572
usr7779,z,loc4761
usr7780,grp909
usr7781,grp563
usr7781,x,loc453
usr7782,grp81
usr7783,grp644
usr7784,grp871
usr7784,x,loc4131
usr7785,grp818
usr7785,y,loc1986
usr7786,grp4
usr7786,x,loc1358
usr7787,grp728
usr7788,grp806
usr7788,z,loc1979
usr7789,grp404
usr7789,x,loc4657
usr7790,grp519
usr7790,x,loc1647
usr7791,grp695
usr7792,grp993
usr7792,x,loc27
usr7793,grp713
usr7793,x,loc1441
usr7794,grp410
usr7795,grp589
usr7795,z,loc1483
usr7796,grp110
usr7797,grp42
usr7798,grp816
usr7799,grp33
usr7799,z,loc2044
usr7800,grp292
usr7801,grp94
usr7801,z,loc2813
usr7802,grp488
usr7803,grp651
usr7803,x,loc2004
usr7804,grp291
usr7804,z,loc4837
usr7805,grp712
usr7806,grp103
usr7807,grp92
usr7807,x,loc899
usr7808,grp483
usr7809,grp634
usr7809,y,loc2533
usr7810,grp748
usr7811,grp802
usr7811,x,loc2021
usr7812,grp313
usr7812,z,loc1660
usr7813,grp873
usr7813,x,loc1611
usr7814,grp436
usr7815,grp724
usr7815,x,loc4693
usr7816,grp930
usr7817,grp461
usr7817,y,loc1289
usr7818,grp611
usr7818,z,loc2606
usr7819,grp772
usr7820,grp257
usr7821,grp650
usr7821,z,loc3375
usr7822,grp679
usr7823,grp245
usr7824,grp233
usr7825,grp764
usr7826,grp556
usr7827,grp740
usr7827,z,loc254
usr7828,grp880
usr7828,x,loc821
usr7829,grp818
usr7829,x,loc1127
usr7830,grp408
usr7830,y,loc4200
usr7831,grp316
usr7831,z,loc4777
usr7832,grp665
usr7832,x,loc4781
usr7833,grp419
usr7834,grp269
usr7834,z,loc147
usr7835,grp385
usr7835,y,loc1688
usr7836,grp833
usr7836,x,loc3734
usr7837,grp398
usr7838,grp853
usr7838,x,loc3316
usr7839,grp289
usr7839,x,loc294
usr7840,grp551
usr7840,z,loc3479
usr7841,grp402
usr7841,z,loc3870
usr7842,grp217
usr7842,z,loc508
usr7843,grp51
usr7843,z,loc4822
usr7844,grp116
usr7844,z,loc3523
usr7845,grp541
usr7845,y,loc3950
usr7846,grp526
usr7847,grp927
usr7847,x,loc249
usr7848,grp66
usr7848,z,loc816
usr7849,grp717
usr7849,y,loc4484
usr7850,grp979
usr7851,grp781
usr7851,y,loc2060
usr7852,grp260
usr7853,grp927
usr7853,z,loc263
usr7854,grp618
usr7855,grp260
usr7856,grp571
usr7856,z,loc2410
usr7857,grp544
usr7858,grp313
usr7859,grp690
usr7860,grp912
usr7861,grp958
usr7861,y,loc821
usr7862,grp750
usr7862,y,loc3575
usr7863,grp795
usr7863,x,loc2
usr7864,grp912
usr7864,z,loc3293
usr7865,grp256
usr7866,grp203
usr7866,z,loc380
usr7867,grp760
usr7868,grp79
usr7869,grp57
usr7869,y,loc4744
usr7870,grp417
usr7871,grp753
usr7872,grp529
usr7873,grp679
usr7874,grp556
usr7875,grp693
usr7875,y,loc327
usr7876,grp384
usr7877,grp599
usr7877,z,loc2102
usr7878,grp808
usr7878,y,loc520
usr7879,grp310
usr7880,grp123
usr7881,grp908
usr7881,y,loc1052
usr7882,grp626
usr7883,grp808
usr7884,grp228
usr7884,x,loc3372
usr7885,grp51
usr7885,y,loc4625
usr7886,grp393
usr7886,y,loc1064
usr7887,grp369
usr7887,y,loc896
usr7888,grp633
usr7889,grp805
usr7890,grp621
usr7890,y,loc4532
usr7891,grp965
usr7891,x,loc4285
usr7892,grp594
usr7893,grp119
usr7893,y,loc2747
usr7894,grp608
usr7894,x,loc2897
usr7895,grp665
usr7896,grp92
usr7897,grp812
usr7898,grp975
usr7899,grp647
usr7899,x,loc4463
usr7900,grp968
usr7900,x,loc399
usr7901,grp441
usr7902,grp751
usr7903,grp480
usr7904,grp286
usr7904,z,loc36
usr7905,grp651
usr7905,z,loc4829
usr7906,grp530
usr7907,grp771
usr7908,grp973
usr7909,grp852
usr7910,grp296
usr7910,z,loc153
usr7911,grp519
usr7912,grp265
usr7912,x,loc4341
usr7913,grp1000
usr7914,grp448
usr7915,grp818
usr7915,z,loc1672
usr7916,grp563
usr7917,grp818
usr7917,x,loc4794
usr7918,grp550
usr7919,grp607
usr7920,grp709
usr7920,z,loc1702
usr7921,grp604
usr7922,grp393
usr7923,grp785
usr7924,grp981
usr7924,x,loc1654
usr7925,grp61
usr7925,y,loc375
usr7926,grp237
usr7927,grp74
usr7928,grp465
usr7929,grp418
usr7929,x,loc4633
usr7930,grp20
usr7930,x,loc2664
usr7931,grp939
usr7932,grp944
usr7932,x,loc2832
usr7933,grp71
usr7933,z,loc4975
usr7934,grp451
usr7935,grp104
usr7935,y,loc3667
usr7936,grp692
usr7937,grp278
usr7938,grp240
usr7939,grp206
usr7940,grp485
usr7941,grp126
usr7942,grp418
usr7942,y,loc1610
usr7943,grp118
usr7944,grp172
usr7945,grp294
usr7946,grp884
usr7947,grp327
usr7947,y,loc3086
usr7948,grp134
usr7948,x,loc1268
usr7949,grp427
usr7949,x,loc646
usr7950,grp39
usr7950,z,loc4779
usr7951,grp798
usr7952,grp933
usr7952,x,loc1848
usr7953,grp900
usr7953,y,loc3890
usr7954,grp306
usr7954,x,loc2376
usr7955,grp184
usr7956,grp737
usr7956,x,loc2777
usr7957,grp242
usr7958,grp917
usr7959,grp655
usr7959,y,loc4495
usr7960,grp879
usr7960,x,loc94
usr7961,grp175
usr7961,y,loc314
usr7962,grp562
usr7962,y,loc1041
usr7963,grp108
usr7964,grp926
usr7964,y,loc1552
usr7965,grp925
usr7966,grp10
usr7967,grp644
usr7967,z,loc3080
usr7968,grp174
usr7968,z,loc4522
usr7969,grp315
usr7970,grp382
usr7971,grp227
usr7972,grp8
usr7972,y,loc4370
usr7973,grp120
usr7974,grp871
usr7975,grp96
usr7975,y,loc4000
usr7976,grp905
usr7976,x,loc415
usr7977,grp609
usr7977,y,loc3909
usr7978,grp603
usr7979,grp733
usr7980,grp349
usr7981,grp440
usr7982,grp141
usr7982,x,loc4736
usr7983,grp59
usr7983,y,loc4805
usr7984,grp624
usr7984,z,loc4923
usr7985,grp843
usr7986,grp857
usr7986,x,loc3442
usr7987,grp949
usr7988,grp353
usr7988,z,loc866
usr7989,grp95
usr7989,z,loc4892
usr7990,grp851
usr7991,grp813
usr7991,z,loc3110
usr7992,grp989
usr7993,grp495
usr7993,x,loc4255
usr7994,grp582
usr7994,y,loc524
usr7995,grp436
usr7995,x,loc15
usr7996,grp273
usr7997,grp118
usr7997,y,loc405
usr7998,grp600
usr7998,x,loc613
usr7999,grp527
usr7999,x,loc923
usr8000,grp570
usr8000,z,loc1618
usr8001,grp473
usr8001,x,loc1575
usr8002,grp40
usr8002,y,loc3722
usr8003,grp207
usr8003,x,loc3926
usr8004,grp417
usr8005,grp178
usr8006,grp799
usr8007,grp567
usr8008,grp52
usr8009,grp841
usr8010,grp782
usr8010,z,loc4861
usr8011,grp27
usr8011,y,loc2306
usr8012,grp62
usr8013,grp220
usr8013,x,loc2703
usr8014,grp321
usr8015,grp121
usr8016,grp23
usr8017,grp626
usr8018,grp312
usr8018,z,loc3517
usr8019,grp189
usr8020,grp888
usr8020,z,loc4710
usr8021,grp307
usr8022,grp945
usr8023,grp795
usr8024,grp200
usr8024,z,loc1529
usr8025,grp740
usr8025,y,loc3485
usr8026,grp503
usr8026,y,loc3713
usr8027,grp769
usr8027,y,loc3543
usr8028,grp994
usr8029,grp508
usr8030,grp837
usr8030,y,loc4458
usr8031,grp732
usr8031,x,loc4573
usr8032,grp659
usr8032,x,loc309
usr8033,grp845
usr8034,grp396
usr8035,grp935
usr8036,grp3
usr8037,grp836
usr8038,grp247
usr8038,z,loc3262
usr8039,grp562
usr8039,y,loc3379
usr8040,grp713
usr8040,y,loc974
usr8041,grp199
usr8042,grp529
usr8042,y,loc2710
usr8043,grp678
usr8044,grp662
usr8044,z,loc3603
usr8045,grp910
usr8046,grp361
usr8046,x,loc2635
usr8047,grp890
usr8048,grp507
usr8049,grp695
usr8050,grp131
usr8050,x,loc1668
usr8051,grp81
usr8052,grp602
usr8052,y,loc1634
usr8053,grp254
usr8054,grp316
usr8055,grp163
usr8056,grp37
usr8057,grp558
usr8058,grp613
usr8059,grp468
usr8060,grp217
usr8061,grp561
usr8061,z,loc1209
usr8062,grp631
usr8062,x,loc3004
usr8063,grp780
usr8063,y,loc104
usr8064,grp816
usr8065,grp143
usr8066,grp631
usr8066,x,loc2016
usr8067,grp367
usr8068,grp262
usr8068,z,loc840
usr8069,grp410
usr8070,grp392
usr8071,grp344
usr8071,z,loc1145
usr8072,grp850
usr8072,y,loc952
usr8073,grp429
usr8074,grp390
usr8075,grp277
usr8075,z,loc4268
usr8076,grp586
usr8077,grp41
usr8077,y,loc3677
usr8078,grp613
usr8078,z,loc3453
usr8079,grp751
usr8079,z,loc305
usr8080,grp999
usr8080,z,loc3062
usr8081,grp147
usr8082,grp619
usr8083,grp425
usr8083,x,loc4477
usr8084,grp291
usr8084,y,loc3744
usr8085,grp102
usr8085,z,loc2812
usr8086,grp708
usr8086,z,loc3484
usr8087,grp518
usr8087,x,loc445
usr8088,grp944
usr8089,grp931
usr8089,x,loc2036
usr8090,grp160
usr8090,x,loc336
usr8091,grp524
usr8091,x,loc3029
usr8092,grp207
usr8092,x,loc4329
usr8093,grp387
usr8093,x,loc4094
usr8094,grp559
usr8095,grp153
usr8096,grp316
usr8096,y,loc1116
usr8097,grp403
usr8098,grp436
usr8099,grp196
usr8099,y,loc437
usr8100,grp368
usr8101,grp746
usr8101,y,loc1130
usr8102,grp579
usr8102,z,loc2016
usr8103,grp201
usr8104,grp878
usr8104,x,loc2701
usr8105,grp531
usr8105,z,loc3568
usr8106,grp557
usr8106,y,loc4342
usr8107,grp401
usr8108,grp685
usr8109,grp681
usr8109,x,loc1827
usr8110,grp769
usr8111,grp848
usr8111,x,loc932
usr8112,grp239
usr8112,z,loc336
usr8113,grp131
usr8114,grp18
usr8114,z,loc1723
usr8115,grp663
usr8116,grp363
usr8117,grp787
usr8118,grp600
usr8118,z,loc259
usr8119,grp739
usr8119,x,loc4545
usr8120,grp256
usr8121,grp115
usr8122,grp285
usr8123,grp453
usr8124,grp176
usr8125,grp453
usr8125,x,loc4004
usr8126,grp717
usr8127,grp294
usr8127,z,loc104
usr8128,grp156
usr8129,grp412
usr8129,x,loc4038
usr8130,grp851
usr8131,grp492
usr8131,x,loc4155
usr8132,grp12
usr8132,x,loc2120
usr8133,grp230
usr8134,grp530
usr8135,grp361
usr8135,x,loc4027
usr8136,grp187
usr8136,z,loc2203
usr8137,grp6
usr8138,grp961
usr8138,y,loc487
usr8139,grp433
usr8140,grp501
usr8140,y,loc3924
usr8141,grp192
usr8141,z,loc4509
usr8142,grp656
usr8142,y,loc1525
usr8143,grp754
usr8144,grp30
usr8145,grp281
usr8146,grp785
usr8146,z,loc466
usr8147,grp915
usr8147,x,loc4729
usr8148,grp481
usr8148,y,loc2472
usr8149,grp42
usr8149,y,loc322
usr8150,grp416
usr8151,grp200
usr8151,y,loc4175
usr8152,grp265
usr8152,z,loc619
usr8153,grp647
usr8154,grp35
usr8154,z,loc1777
usr8155,grp649
usr8155,z,loc2313
usr8156,grp544
usr8157,grp393
usr8157,x,loc4884
usr8158,grp385
usr8159,grp453
usr8160,grp635
usr8161,grp365
usr8161,x,loc2138
usr8162,grp760
usr8162,z,loc3752
usr8163,grp348
usr8163,y,loc2684
usr8164,grp163
usr8164,x,loc2114
usr8165,grp12
usr8165,y,loc1227
usr8166,grp787
usr8167,grp139
usr8168,grp694
usr8169,grp803
usr8170,grp992
usr8170,z,loc770
usr8171,grp604
usr8171,y,loc1657
usr8172,grp58
usr8172,x,loc534
usr8173,grp578
usr8174,grp957
usr8175,grp780
usr8175,z,loc1949
usr8176,grp344
usr8176,x,loc4122
usr8177,grp261
usr8177,z,loc4725
usr8178,grp714
usr8178,z,loc2330
usr8179,grp430
usr8180,grp690
usr8181,grp384
usr8182,grp349
usr8182,x,loc2049
usr8183,grp363
usr8184,grp219
usr8185,grp432
usr8186,grp463
usr8187,grp900
usr8188,grp210
usr8188,x,loc4689
usr8189,grp696
usr8189,z,loc1795
usr8190,grp501
usr8190,z,loc3166
usr8191,grp576
usr8191,y,loc4043
usr8192,grp150
usr8192,x,loc3236
usr8193,grp519
usr8193,y,loc1247
usr8194,grp526
usr8195,grp783
usr8195,z,loc2783
usr8196,grp573
usr8197,grp520
usr8197,x,loc4881
usr8198,grp711
usr8198,z,loc4461
usr8199,grp959
usr8200,grp138
usr8200,x,loc196
usr8201,grp858
usr8201,z,loc2763
usr8202,grp645
usr8203,grp928
usr8203,x,loc3693
usr8204,grp691
usr8205,grp455
usr8205,z,loc1382
usr8206,grp1000
usr8207,grp16
usr8207,x,loc2655
usr8208,grp838
usr8209,grp426
usr8210,grp238
usr8211,grp172
usr8212,grp665
usr8212,y,loc2547
usr8213,grp800
usr8213,x,loc4754
usr8214,grp883
usr8215,grp64
usr8216,grp525
usr8217,grp790
usr8217,y,loc3935
usr8218,grp154
usr8219,grp17
usr8220,grp12
usr8220,z,loc4160
usr8221,grp663
usr8221,y,loc4105
usr8222,grp889
usr8223,grp178
usr8223,x,loc4315
usr8224,grp71
usr8224,z,loc793
usr8225,grp380
usr8226,grp637
usr8227,grp387
usr8227,y,loc3705
usr8228,grp586
usr8228,y,loc3376
usr8229,grp413
usr8230,grp85
usr8231,grp20
usr8231,x,loc3027
usr8232,grp181
usr8233,grp997
usr8234,grp463
usr8235,grp713
usr8235,x,loc4335
usr8236,grp431
usr8236,y,loc1691
usr8237,grp370
usr8237,y,loc875
usr8238,grp972
usr8238,y,loc1024
usr8239,grp82
usr8239,z,loc3271
usr8240,grp972
usr8241,grp427
usr8241,z,loc2280
usr8242,grp879
usr8243,grp998
usr8243,x,loc4335
usr8244,grp533
usr8244,z,loc3891
usr8245,grp672
usr8246,grp217
usr8247,grp211
usr8247,z,loc4927
usr8248,grp371
usr8248,y,loc4975
usr8249,grp151
usr8250,grp510
usr8251,grp508
usr8251,y,loc2581
usr8252,grp759
usr8253,grp328
usr8254,grp382
usr8255,grp291
usr8256,grp889
usr8257,grp121
usr8257,z,loc3024
usr8258,grp735
usr8258,z,loc3402
usr8259,grp506
usr8260,grp929
usr8261,grp959
usr8262,grp992
usr8263,grp281
usr8263,x,loc1692
usr8264,grp290
usr8265,grp500
usr8265,z,loc1547
usr8266,grp74
usr8266,y,loc1337
usr8267,grp499
usr8268,grp255
usr8268,z,loc3962
usr8269,grp699
usr8269,z,loc852
usr8270,grp618
usr8271,grp35
usr8272,grp529
usr8273,grp291
usr8273,x,loc1556
usr8274,grp882
usr8275,grp488
usr8276,grp749
usr8277,grp186
usr8278,grp130
usr8279,grp369
usr8280,grp227
usr8280,y,loc2281
usr8281,grp180
usr8281,z,loc3067
usr8282,grp207
usr8282,z,loc1958
usr8283,grp150
usr8284,grp761
usr8284,z,loc2102
usr8285,grp26
usr8285,y,loc4140
usr8286,grp645
usr8286,z,loc4965
usr8287,grp326
usr8288,grp684
usr8288,x,loc3741
usr8289,grp54
usr8290,grp129
usr8291,grp1
usr8292,grp345
usr8292,z,loc461
usr8293,grp417
usr8293,z,loc4343
usr8294,grp737
usr8295,grp599
usr8295,y,loc2179
usr8296,grp550
usr8297,grp481
usr8297,y,loc3024
usr8298,grp545
usr8298,x,loc698
usr8299,grp593
usr8300,grp311
usr8300,y,loc995
usr8301,grp86
usr8302,grp32
usr8302,y,loc578
usr8303,grp558
usr8304,grp294
usr8305,grp327
usr8305,x,loc2013
usr8306,grp609
usr8307,grp927
usr8308,grp95
usr8308,x,loc2032
usr8309,grp465
usr8309,y,loc4775
usr8310,grp965
usr8311,grp152
usr8311,z,loc2282
usr8312,grp559
usr8313,grp719
usr8314,grp492
usr8314,y,loc1492
usr8315,grp503
usr8315,y,loc3542
usr8316,grp145
usr8317,grp387
usr8318,grp75
usr8318,y,loc2741
usr8319,grp901
usr8320,grp263
usr8320,z,loc3567
usr8321,grp321
usr8322,grp282
usr8323,grp727
usr8323,z,loc2954
usr8324,grp394
usr8324,y,loc3234
usr8325,grp764
usr8326,grp471
usr8326,z,loc3501
usr8327,grp329
usr8327,z,loc4585
usr8328,grp615
usr8328,y,loc3492
usr8329,grp528
usr8329,z,loc3856
usr8330,grp263
usr8330,x,loc4389
usr8331,grp938
usr8331,x,loc1404
usr8332,grp455
usr8332,x,loc568
usr8333,grp572
usr8334,grp288
usr8334,x,loc4703
usr8335,grp815
usr8335,y,loc1360
usr8336,grp238
usr8337,grp526
usr8338,grp116
usr8339,grp49
usr8339,x,loc377
usr8340,grp767
usr8341,grp152
usr8342,grp113
usr8343,grp572
usr8344,grp686
usr8344,y,loc4128
usr8345,grp273
usr8345,y,loc2787
usr8346,grp525
usr8346,z,loc1900
usr8347,grp975
usr8348,grp741
usr8349,grp536
usr8349,x,loc1097
usr8350,grp827
usr8350,x,loc105
usr8351,grp692
usr8351,x,loc4781
usr8352,grp36
usr8352,y,loc4751
usr8353,grp691
usr8353,z,loc394
usr8354,grp346
usr8354,z,loc1309
usr8355,grp725
usr8355,y,loc1423
usr8356,grp76
usr8357,grp567
usr8357,z,loc2522
usr8358,grp234
usr8359,grp105
usr8360,grp237
usr8360,x,loc161
usr8361,grp706
usr8361,z,loc3800
usr8362,grp607
usr8363,grp455
usr8363,x,loc2514
usr8364,grp929
usr8364,x,loc1413
usr8365,grp311
usr8366,grp140
usr8367,grp86
usr8368,grp150
usr8368,y,loc3532
usr8369,grp649
usr8370,grp922
usr8370,z,loc1515
usr8371,grp143
usr8371,z,loc185
usr8372,grp828
usr8373,grp665
usr8373,z,loc1029
usr8374,grp858
usr8375,grp506
usr8375,x,loc4149
usr8376,grp608
usr8376,z,loc434
usr8377,grp301
usr8377,y,loc1906
usr8378,grp663
usr8378,z,loc4171
usr8379,grp281
usr8380,grp579
usr8380,x,loc1826
usr8381,grp409
usr8382,grp126
usr8382,z,loc1616
usr8383,grp458
usr8384,grp743
usr8385,grp201
usr8385,y,loc2795
usr8386,grp980
usr8386,y,loc820
usr8387,grp391
usr8388,grp683
usr8389,grp672
usr8389,z,loc4671
usr8390,grp562
usr8390,x,loc1046
usr8391,grp196
usr8392,grp978
usr8392,z,loc136
usr8393,grp895
usr8394,grp945
usr8394,z,loc3012
usr8395,grp316
usr8396,grp652
usr8397,grp399
usr8398,grp96
usr8398,x,loc1056
usr8399,grp343
usr8400,grp525
usr8400,z,loc425
usr8401,grp188
usr8402,grp13
usr8403,grp213
usr8403,x,loc4080
usr8404,grp969
usr8405,grp49
usr8405,z,loc3146
usr8406,grp934
usr8407,grp122
usr8407,z,loc4895
usr8408,grp262
usr8408,z,loc1070
usr8409,grp616
usr8409,y,loc1021
usr8410,grp478
usr8411,grp581
usr8412,grp536
usr8413,grp207
usr8414,grp80
usr8415,grp148
usr8416,grp495
usr8417,grp673
usr8418,grp565
usr8418,y,loc117
usr8419,grp897
usr8420,grp671
usr8420,y,loc4504
usr8421,grp750
usr8421,y,loc4748
usr8422,grp898
usr8422,x,loc1602
usr8423,grp354
